,text,timestamp_ms
102,rt got7official 오디오클립 오디오북 피노키오 진영 v live+ coming soon got7 갓세븐 jinyoung 진영 피노키오,2019-01-30 07:29:15.000
103,loving weather today kimberley home ️,2019-01-30 07:29:15.000
104,rt bud_cann alexandria ocasio-cortez infuriated colleagues aligning radical far left outside group 's threatening ch…,2019-01-30 07:29:16.000
105,esheriff237 ’ sure family,2019-01-30 07:29:16.000
106,rt abeldjg rico nasty talking love rihanna “ im get really emotional right cause really love rihanna ” …,2019-01-30 07:29:16.000
107,mends_jay happy birthday love ️,2019-01-30 07:29:16.000
108,rt deplorablem1ke saved bunch money taxes college tuition also got ton gov't handouts ... oh oh get…,2019-01-30 07:29:16.000
109,keemstar stillgray thinkimreal bro ’ saying baited save face come keem admit you…,2019-01-30 07:29:16.000
110,funny teenagers grown hell,2019-01-30 07:29:16.000
111,join thewellnessmasterclass 10-day course brendonburchard help live alignment matter…,2019-01-30 07:29:16.000
112,rt caroll_gain retweet like tweet gain follow likes amp retweets follow back follow follow f…,2019-01-30 07:29:17.000
113,rt drebae_ beaten insulted homophobic slurs bleach poured amp noose tied around neck ... ’ rea…,2019-01-30 07:29:17.000
114,rt ash_khalifaa medical student seeing transition grow beautiful fucking sight,2019-01-30 07:29:17.000
115,rt itsmrcross thanks asking nekocase,2019-01-30 07:29:17.000
116,rt alezander thought willy wonka,2019-01-30 07:29:17.000
117,rt gretathunberg understand many people think tens thousands school children strange ’ not…,2019-01-30 07:29:17.000
118,rt soloninista thank bad boy giving us,2019-01-30 07:29:17.000
119,rt 4hisdesire ┏┉┉ shꮎꮃꮖhꭼmꮎff┉┉┓ fσℓℓσω~ят~єиʝσу ┗┉┉ shꮎꮃꮖhꭼmꮎff┉┉┛,2019-01-30 07:29:17.000
120,rt kloppstyle wonder much talked media rival fans ... suddenly dive someone th…,2019-01-30 07:29:18.000
121,rt alyciatyre sleeping without sucks,2019-01-30 07:29:19.000
122,rt swampysghost anon reminded us love realdonaldtrump damn much,2019-01-30 07:29:19.000
123,rt isergioar today ’ episode ’ wrong entire life,2019-01-30 07:29:19.000
124,rt narendramodi पूज्य बापू को उनकी पुण्यतिथि पर शत् शत् नमन। remembering bapu punya tithi reiterate commitment follow…,2019-01-30 07:29:19.000
125,rt markperiphery realdonaldtrump oh sad senile windbag,2019-01-30 07:29:19.000
126,truckmaker volvo releases brake special dividend strong fourth quarter india indiabiz,2019-01-30 07:29:19.000
127,rt rafidangelo beat poured bleach put noose around neck saying `` maga country '' 's h…,2019-01-30 07:29:19.000
128,rt ruidoblanco93 190130 나도 항공점퍼 ... officialmonstax 원호 wonho 몬스타엑스 monsta_x,2019-01-30 07:29:20.000
129,rt noelsznn “ ’ falling games anymore ” “ miss us ”,2019-01-30 07:29:20.000
130,rt avrillavigne racist lololol love japanese culture spend half time japan flew tokyo shoot video…,2019-01-30 07:29:20.000
131,named crj song refuse change,2019-01-30 07:29:20.000
132,jimlong82 niajaxwwe n't know seeing extraordinary supercharge sex life incr…,2019-01-30 07:29:20.000
133,rt chuuzus avatar last airbender somehow ’ get enough credit cartoon,2019-01-30 07:29:20.000
134,rt fallibilist1 look level chutzpah exhibited nakam league cm buzdar ca n't engage corrupt practices requires…,2019-01-30 07:29:21.000
135,rt sassyandspicy takes seconds retweet last seen detroit michigan,2019-01-30 07:29:21.000
136,rt realdonaldtrump low level staffer hardly knew named cliff sims wrote yet another boring book based made stories fic…,2019-01-30 07:29:21.000
137,pretend airplanes night sky like shooting stars really use wish right wish right wish right ...,2019-01-30 07:29:22.000
138,rt coto_1207 getwellsoonyuzuru gphelsinki,2019-01-30 07:29:22.000
139,rt obaileyj child texting 2008 financial crisis lol lots loans brb better reach buffet smh seize house s…,2019-01-30 07:29:22.000
140,rt bunnymye0n team promised subbed show never broken promise everyone team still working hard doing…,2019-01-30 07:29:22.000
141,rt janetshamlian killeen texas line cars stretching miles attend funeral air force veteran family.. aft…,2019-01-30 07:29:23.000
142,rt alicerich hi twitter ... dog mylo gone missing dog walker gosforth newcastle afternoon ’ freezing co…,2019-01-30 07:29:23.000
143,rt alawari_ miss_wydra gray_twits zeuscharismatic freetivation chiefdaddyofph phcinpictures thank hope wonderful re…,2019-01-30 07:29:23.000
144,one person unfollowed // automatically checked,2019-01-30 07:29:23.000
145,rt _kwesiasempa `` n't need opportunistic players national team '' kwabena yeboah onuasports yensempa,2019-01-30 07:29:23.000
146,rt beast_pup ... also bouncing,2019-01-30 07:29:23.000
147,chaelovemail heres better preview better life span,2019-01-30 07:29:23.000
148,rt nisaboba bad day boyfriend made playlist..,2019-01-30 07:29:24.000
149,rt worldwidewob jimmy butler air blunt,2019-01-30 07:29:24.000
150,ask anything,2019-01-30 07:29:24.000
151,bbc news holocaust us tv series changed germany,2019-01-30 07:29:24.000
152,rt ricwilson fractured ribs amp put rope around neck poured bleach left yelled `` maga count…,2019-01-30 07:29:24.000
153,rt markgoldbridge phil jones prat hospital pass pereira 're one 's liability n't near manchester…,2019-01-30 07:29:25.000
154,rt rtehrani apple aetna giving away apple watches uh 'earn back,2019-01-30 07:29:25.000
155,rt pjmyoongii kpop stans yoongi cold-hearted never smiles ugh yoongi,2019-01-30 07:29:25.000
156,gwyneth paltrow sued 3.1m 'leaving man brain injury four broken ribs,2019-01-30 07:29:25.000
157,invitation seminár digitálny marketing pre b2b b2c segment bratislava,2019-01-30 07:29:25.000
158,think think machado coming san diego,2019-01-30 07:29:26.000
159,rt alezander thought willy wonka,2019-01-30 07:29:26.000
160,rt lowiifee ’ high school student wan na say last chance fight people without serious consequences aft…,2019-01-30 07:29:26.000
161,rt it_meirl_bot me_irl,2019-01-30 07:29:26.000
162,mikecrawshaw4 charollaisrams realmrsgoggins dayzie72 westcottpiemont huntter243 gremlin100 impossible,2019-01-30 07:29:26.000
163,vintage white topaz amp ruby engagement ring cushion halo rubies round peitha 1ct 6mm custom size white-yellow-rose g…,2019-01-30 07:29:26.000
164,rt business eight asian billionaires aged 90 control 125 billion,2019-01-30 07:29:27.000
165,rt george_capen trump appointees n't compromised cahoots russians,2019-01-30 07:29:27.000
166,rt medeabenjamin codepink challenges trump orchestrated coup venezuela say venezuela coup collaborator gustavo tarr htt…,2019-01-30 07:29:27.000
167,rt samanthaaareece ’ sephora makeup artist asked woman allergic anything said “ shrimp ”,2019-01-30 07:29:27.000
168,rt n0ace yg drop wholeass line chill,2019-01-30 07:29:27.000
169,rt maninthehoody tfw u trying 2020 u see 2016 trying get race,2019-01-30 07:29:27.000
170,wondering fallout bethesda purchase something atom store ’ t…,2019-01-30 07:29:27.000
171,speak course personally ’ always appreciated food ’ ’ g…,2019-01-30 07:29:27.000
172,_istip bunnybabe97 mgcmerch done guyyyys ’ ignore unrt please need 1200rt please please ’ ign…,2019-01-30 07:29:27.000
173,arabesque3120 stay warm amp cozy,2019-01-30 07:29:28.000
174,rt hugorifkind far many people either mad lying stupid going okay latestthoughts brexit,2019-01-30 07:29:28.000
175,liked youtube video low tier god stream smash amp grudge match laz vs rocks,2019-01-30 07:29:28.000
176,cute fit sexy baby 'd named ali 34 photos,2019-01-30 07:29:28.000
177,’ pay attention media stuff tweets fortnite every 5 minutes,2019-01-30 07:29:28.000
178,rt realkennedyrae bitches think cause avoid drama ’ scary shorty ’ kill,2019-01-30 07:29:29.000
179,rt fluff caption,2019-01-30 07:29:29.000
180,"rt silverbirdtv 30,000 naira minimum wage omoyele sowore airs opinion newshub cc zikkaonuma1 kayodeladeinde",2019-01-30 07:29:29.000
181,rt nypd110pct crimealert 1/9 3:50am individual pictured assaulted another individual head metal cane fr…,2019-01-30 07:29:29.000
182,rt hcmsgrande like ... becky fucking star without doubt popular superstar entire company righ…,2019-01-30 07:29:29.000
183,theeconomist new style economist continuing mission cultural subversion,2019-01-30 07:29:29.000
184,great tugs come great responsibility 47 photos,2019-01-30 07:29:29.000
185,bbclaurak surely majority something parliament rejected essential element of…,2019-01-30 07:29:29.000
186,rt mrtybaba triple h could n't get eyes touch,2019-01-30 07:29:29.000
187,rt kuyaedwardpamp without edward 's mayward without maymay 's also mayward equal love support …,2019-01-30 07:29:29.000
188,benmaller eddieonfox uhbroncofan raider_rob24 ingram highlight loss career high 36 pts 16-20 sh…,2019-01-30 07:29:29.000
189,rt leanyoshi salmon run gear office attire,2019-01-30 07:29:29.000
190,rt validlee imagine getting bed easily falling asleep waking feeling rested good day over…,2019-01-30 07:29:30.000
191,symfuhny think taking shower,2019-01-30 07:29:30.000
192,rt scotnational tomorrow ’ front page scotland shafted … tories vote reject backstop ‘ chasing fairytale ’ eu alrea…,2019-01-30 07:29:30.000
193,rt hwmh_nao hear voice soon hyunghyuk,2019-01-30 07:29:30.000
194,ninthwishes love u,2019-01-30 07:29:30.000
195,rt ghostie8k whatever make sure put 110 else ’ gon na get positive results,2019-01-30 07:29:31.000
196,one unfollower today found tracked,2019-01-30 07:29:31.000
197,rt thottynotsorry watch people silent happened jussiesmollett silent part prob…,2019-01-30 07:29:31.000
198,rt yumichild creep photographer waiting outside house 4:40pm today see photo exact outfit the…,2019-01-30 07:29:31.000
199,rt abubakarila5151 pain always meeting crush wearing clothes would make wan na stop amp say …,2019-01-30 07:29:31.000
200,rt btsvotingteam social 50 bts_twt,2019-01-30 07:29:31.000
201,korayerkin5 brandi_love blow isiahmaxwell hard,2019-01-30 07:29:31.000
202,winterblissxi wsj 's admiration black face korea woman 's band korean put brown…,2019-01-30 07:29:31.000
203,orbitmonbebe hate,2019-01-30 07:29:32.000
204,rt uproxx ladygaga 's astarisborn highest-grossing movie stars musician time,2019-01-30 07:29:32.000
205,rt projetofftricqk follow retweets likes,2019-01-30 07:29:32.000
206,rt davidfrawleyved western culture remains trapped body physical view reality though modern physics questioned tri…,2019-01-30 07:29:32.000
207,rt halfjewish feel like window gon na crack,2019-01-30 07:29:32.000
208,itsmeidyey whut happen,2019-01-30 07:29:33.000
209,rt warrengyno please nigerian home abroad people nigerians seen truth needful rather t…,2019-01-30 07:29:33.000
210,rt stopitwhyme yeah piranha plant 's cool look cute kirby little piranha plant costume smashbros nintend…,2019-01-30 07:29:33.000
211,montie ’ agree negotiating position invoking a50 waste first 2 months 24 election next 20 mont…,2019-01-30 07:29:33.000
212,oshomole_adam greetings one edo state best governor uare return unoppose 2nd term office pls ek…,2019-01-30 07:29:33.000
213,rt sadlilghostgirl offence thank fucking god drugs,2019-01-30 07:29:34.000
214,rt zekncashe much y'all think haircut cost,2019-01-30 07:29:34.000
215,rt elitescarla ’ ’ watch house anubis shows,2019-01-30 07:29:34.000
216,rt flashblak solution kerri-anne visiting aboriginal camp night pitting aboriginal ppl joe…,2019-01-30 07:29:34.000
217,rt rm_rapmonster 귀여운 태태 v bts_twt,2019-01-30 07:29:34.000
218,rt shessoken idk need hear pretty asking nigga act right,2019-01-30 07:29:35.000
219,rt thando_thabethe damned ’ told open industry open like us day.…,2019-01-30 07:29:35.000
220,rt lynnaheebwa us grew unsafe homes stop safe homes happy homes home violence free say…,2019-01-30 07:29:35.000
221,kavita_tewari ’ awesome shud done every village bharat,2019-01-30 07:29:35.000
222,rt ricwilson fractured ribs amp put rope around neck poured bleach left yelled `` maga count…,2019-01-30 07:29:35.000
223,rt _tope_san good day everyone happy new year name ewhe ewomazino 400level public health student babcock university ’ c…,2019-01-30 07:29:35.000
224,rt b506_pic japan elyxion dvd 백현이의 일본어 백현 baekhyun,2019-01-30 07:29:35.000
225,channel 1 control 4ch turned january 30 2019 01:29am,2019-01-30 07:29:36.000
226,every day look aikatsu merch ca n't afford makes sad,2019-01-30 07:29:36.000
227,rt centnews1 lol ppl saying /chinese/ ariana ’ tattoo means rounds/rings ... like ’ works 轮 輪 means…,2019-01-30 07:29:36.000
228,rt lalahdelia kind patient loving tender also part calling,2019-01-30 07:29:36.000
229,rt x_chamya ruined heart blast,2019-01-30 07:29:36.000
230,rt rplworld /rpl/ baru aktif kembali followan rt tapi jfb ya fambest rep coba,2019-01-30 07:29:36.000
231,rt davidfrawleyved since languages india including tamil filled sanskrit words religious connotations su…,2019-01-30 07:29:36.000
232,police showed inspect sign new gun cabinet last night settling wa…,2019-01-30 07:29:36.000
233,lisäsin videon youtube-soittolistaan voodoo circle graveyard city 2013 // afm records,2019-01-30 07:29:36.000
234,litotheyin oi loooool,2019-01-30 07:29:36.000
235,rt faydeeurope checkout fayde golf men 's aqua event fashion golf polo shirt comfort fit classic style £39.95 £17.95 bi…,2019-01-30 07:29:36.000
236,would u stay,2019-01-30 07:29:37.000
237,rt peck_hidden_fan บางทีก็มีเหตุผล​ที่ไม่กล้าไปเจอ crying-roy orbison thought 's true true love eve…,2019-01-30 07:29:37.000
238,rt kabamur_taygeta scientology l ron hubbard satanist branded whole religion borrowed dark occult ideas psychologic…,2019-01-30 07:29:37.000
239,rt galgosdelsol mana got short back sides shampooch ’ adoreable shampooch galgos po…,2019-01-30 07:29:37.000
240,rt mayoroflondon reality makes possibility no-deal brexit likely would disastrous consequences londo…,2019-01-30 07:29:38.000
241,one person followed // automatically checked,2019-01-30 07:29:38.000
242,rt wholelottaary lowkey private humble,2019-01-30 07:29:38.000
243,itwas3to0 macoronious,2019-01-30 07:29:38.000
244,rt 0hmy0ng thankyou linlin♡,2019-01-30 07:29:38.000
245,philiprucker bull sh,2019-01-30 07:29:38.000
246,rt marvelstudios “ power ’ know came from. ” captainmarvel,2019-01-30 07:29:38.000
247,rt theejaynite2 like call daddy arvion sure took dick like champ n let give jay nite experience see…,2019-01-30 07:29:38.000
248,rt pearlthusi know clicks important guys get numbers advertisers etc ’ necessary lazy journalism…,2019-01-30 07:29:38.000
249,daily `` love n miss banana fish even though hurt real bad '' tweet lt 3,2019-01-30 07:29:38.000
250,thats ur problem mine,2019-01-30 07:29:39.000
251,rt jiminthrusts bighitshop hashtag lmaooo,2019-01-30 07:29:39.000
252,rt mistermarilyn know people feel ‘ wrong ’ sex move heaven earth try amp change heart goes ou…,2019-01-30 07:29:39.000
253,rt normani thank god record one greatest ’ incredibly blessed create magic samsmith…,2019-01-30 07:29:39.000
254,rt nodqdotcom video r-truth entrance jack swagger 's mma debut wwe,2019-01-30 07:29:39.000
255,missosogo ronniechirchir making heaven,2019-01-30 07:29:39.000
256,rt espada9000 thejoshticle ok ...,2019-01-30 07:29:39.000
257,rt kyungseng kyungsoo 's first last life stage elyxion tour ㅠㅠㅠㅠ,2019-01-30 07:29:40.000
258,kpop music family,2019-01-30 07:29:40.000
259,rt princesss_tha nigga ever arguing another bitch nigga ’ really mines sis the…,2019-01-30 07:29:40.000
260,risegain follow quickly follow back everyone let 's start,2019-01-30 07:29:40.000
261,rt kcamilahappy ccabelloarg consequences bestlyrics iheartawards,2019-01-30 07:29:40.000
262,mercifulruin see accounts part story working oops,2019-01-30 07:29:40.000
263,rt softsadsatan u ever liked person much ur heart lil thing .. u catch urself smiling random times .. u lose ur…,2019-01-30 07:29:40.000
264,isaseesaw *hug* u scared twt,2019-01-30 07:29:40.000
265,rt lgrace0510 forever young 백현 디오,2019-01-30 07:29:40.000
266,streamtrencch v_sad_gurl denialfolina also take way could ’ likely wrote songs whil…,2019-01-30 07:29:40.000
267,aoc thank wo n't cower fear helplessly cling fantasy power supremacy days a…,2019-01-30 07:29:40.000
268,thanks follow christo78457050,2019-01-30 07:29:41.000
269,tthetruthuntold wyspuwu devynbreanne emotional manipulation like yes takes two tango when…,2019-01-30 07:29:41.000
270,rt teamhendrick rick hendrick saw jeffgordonweb race car took know gordon belonged hendrick…,2019-01-30 07:29:41.000
271,wisepapagrant sentient gelatinous cube operates late night janitor local wizard ’ tower con…,2019-01-30 07:29:41.000
272,rt t_s_p_o_o_k_y notorious rbg ruth bader ginsburg watch nears end second month ...,2019-01-30 07:29:41.000
273,macon_money airmax fit lace ... find outfit,2019-01-30 07:29:41.000
274,rt theabundantgift realjameswoods kamaltoe harrass sees ’ duty fill boot socialism matter like n…,2019-01-30 07:29:41.000
275,rt kon__k aussies killed terrorism australia since 1916 13 number aussie women killed male violence since 2014 343…,2019-01-30 07:29:42.000
276,rt ihateoldpeopie jsut started crying hard bc really broke something inside cant see hmt phone,2019-01-30 07:29:42.000
277,"rt charliekirk11 know today president donated salary 100,000 alcoholism research",2019-01-30 07:29:42.000
278,rt mrfilmkritik hey media stacey abrams n't `` narrowly lose election '' cheated rightful win election sto…,2019-01-30 07:29:42.000
279,rt julybaby718_ help rt ina go non profit taemin 2nd mini album price album 200.000/pcs kihno 235.000/pcs included ems tax …,2019-01-30 07:29:42.000
280,rt jazmin_schultz benefits side effects boldenone undecylenate cycle boldenone cycle results safety lear…,2019-01-30 07:29:42.000
281,jump force online open beta gameplay via youtube,2019-01-30 07:29:42.000
282,rt yunghustler_za superman flies 's hero somebody 's grandma limpompo flies 's witchcraft please let 's supp…,2019-01-30 07:29:42.000
283,6 people followed one person unfollowed // automatically checked,2019-01-30 07:29:42.000
284,rt babyb0ytaehyung spent 2 mf hours making powerpuff maknae line better watch,2019-01-30 07:29:43.000
285,rt hoemoticon damaged ass overthinking someone ’ intentions toward,2019-01-30 07:29:43.000
286,rt wildcatclub_ 목에 걸린 담 푸는 법,2019-01-30 07:29:43.000
287,rt dpatt0 real edit 2018 academy award nominee best editing bohemian rhapsody ...,2019-01-30 07:29:43.000
288,rt __piddibustr__ update 359 twitter suspended parbhat21075101 hater amp abuser piddi member team bb phdb ryp ust sw…,2019-01-30 07:29:43.000
289,new post top health benefits green space published edakulinar,2019-01-30 07:29:43.000
290,anna_soubry brandonlewis nickboles anna see tweet equally part problem y…,2019-01-30 07:29:43.000
291,breaking news nigeria brink collapse due unbecoming undemocratic tyranical repressive…,2019-01-30 07:29:43.000
292,rt txt_bighit 수빈 ★ 투모로우바이투게더 txt soobin rec soobinrec,2019-01-30 07:29:44.000
293,rt sayitvalencia difficulty paying attention signs noticing red flags see red flags alright k…,2019-01-30 07:29:44.000
294,rt cinema_babu top5 kolly grossers 'ww' single version 2point0 mersal sarkar kabali petta versions 2point0 endhiran kab…,2019-01-30 07:29:44.000
295,’ dropping 3 mixtape time,2019-01-30 07:29:44.000
296,rt pranticgain reply `` `` follow everyone likes reply follow back comments please n't participate o…,2019-01-30 07:29:44.000
297,rt immakhalif willwednesday psalm 95:1-11 apostlemmwangui oh come let us sing lord let us make joyful noise rock o…,2019-01-30 07:29:44.000
298,rt sweet_piccola lovely evening ___,2019-01-30 07:29:44.000
299,rt adinaaaxx example twitter ’ need edit option,2019-01-30 07:29:44.000
300,batley town hall hosts apprenticeships event,2019-01-30 07:29:45.000
